分组ID,哈希类型,哈希值,文件数量,文件大小(字节),文件大小(可读),文件列表
MD5_11299,MD5,4bf7dfe3b9783f6480c77dcd410fd93a,10,1089,1.06 B,temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-core-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-macos-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-native-utils-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-platform-base-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-property-loader-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-theme-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\swing-extensions-laf-support-0.1.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-utils-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-windows-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\swing-extensions-visual-padding-0.1.3\META-INF\LICENSE
SHA256_11300,SHA256,30e8843b83568c32e06cf352e91a393e2fa186896c9eed94b4f6902890866b5e,10,1089,1.06 B,temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-core-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-macos-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-native-utils-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-platform-base-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-property-loader-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-theme-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\swing-extensions-laf-support-0.1.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-utils-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\darklaf-windows-2.7.3\META-INF\LICENSE; temp\apache-jmeter-5.6.3\licenses\com.github.weisj\swing-extensions-visual-padding-0.1.3\META-INF\LICENSE
SHA256_2792,SHA256,cc3f2f0283c2f1a1085637dc90bb45b24456e6c6a255e977fac254036a476867,6,66,66 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmath.pyi; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmorph.pyi; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_webp.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmath.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmorph.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_webp.pyi
SHA256_4206,SHA256,8207c603c9de51d9954302dd9df559a1df70e0a9658af62637229b5a2437eec3,6,2198,2.15 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ItemDelegateSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioDelegateSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwipeDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ItemDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwipeDelegateSpecifics.qml
MD5_4219,MD5,95806d0bfadf617cdb91b9baacab5429,6,2133,2.08 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioButtonSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwitchSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwitchSpecifics.qml
SHA256_5646,SHA256,ceebae7b8927a3227e5303cf5e0f1f7b34bb542ad7250ac03fbcde36ec2f1508,6,4,4 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\INSTALLER; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\emoji-2.14.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\importlib_metadata-8.0.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\wheel-0.43.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\textual-1.0.0.dist-info\INSTALLER
MD5_5645,MD5,365c9bfeb7d89244f2ce01c1de44cb85,6,4,4 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\INSTALLER; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\emoji-2.14.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\importlib_metadata-8.0.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\setuptools\_vendor\wheel-0.43.0.dist-info\INSTALLER; temp\XHS-Downloader_V2.4_Windows_X64\_internal\textual-1.0.0.dist-info\INSTALLER
SHA256_4220,SHA256,07911dff4b3128de29fb83223a78878f9e972f35a596429861c7ea7956923b2d,6,2133,2.08 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioButtonSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwitchSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\TabButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwitchSpecifics.qml
MD5_4869,MD5,beee6a1853e80cf81d1e2f38b70a8117,6,76,76 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\__init__.py; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\__init__.py; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\__init__.py
MD5_2791,MD5,e82ce1a659755bafda7bc3e0e2d1b814,6,66,66 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmath.pyi; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmorph.pyi; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PIL\_webp.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmath.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_imagingmorph.pyi; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PIL\_webp.pyi
MD5_4205,MD5,df7e32b0e18bd35fa8453cb1263886b9,6,2198,2.15 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ItemDelegateSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioDelegateSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwipeDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ItemDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\RadioDelegateSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\SwipeDelegateSpecifics.qml
SHA256_4870,SHA256,4282ba1e53a8aad56a5f980ecafd1b2624d7b1505b051ade5227dd71c58da769,6,76,76 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\__init__.py; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\__init__.py; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\encodings\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\misc\__init__.py; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\fontTools\pens\__init__.py
MD5_4767,MD5,2e0785446f5dcc636e3d3aa6d1f1b9fa,4,454424,443.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\vcamp140.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcamp140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\vcamp140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcamp140.dll
SHA256_4762,SHA256,6cc4315daceb0522816c60678344466cb452426267f70c7faae925361674e774,4,44312,43.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\vcruntime140_1.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\vcruntime140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140_1.dll
MD5_169,MD5,a3f8c74ea99864a80298953d885557b3,4,342411,334.39 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\03-设计阶段\数据治理体系\数据治理标准规范转化编制\滕州卷烟厂数据元技术规范-V0.1.docx; svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\05-实施阶段\标准规范\滕州卷烟厂数据元技术规范-V0.1.docx; svn\滕烟数据汇聚中心项目\3-设计阶段\数据治理体系\数据治理标准规范转化编制\滕州卷烟厂数据元技术规范-V0.1.docx; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\滕州卷烟厂数据元技术规范-V0.1.docx
SHA256_3860,SHA256,1d4f3f1d0dbb8cae0d392c2556889c9639a1a51b055e47bdaabedbd33bd4a934,4,2833,2.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\VerticalHeaderView.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\VerticalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\VerticalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\VerticalHeaderView.qml
SHA256_2900,SHA256,1e56cee876940affe9883aeccee9132280d03fd4282ab6552adf75fbeeed2bac,4,27416,26.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_codecvt_ids.dll
MD5_2895,MD5,a0b595f95be9cce12bff7ef199f874c4,4,31512,30.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_1.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_1.dll
SHA256_3766,SHA256,c7f74755b3fc438dbdcb415930beaada79e45a540424282daecf5f538ee3489a,4,2836,2.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\HorizontalHeaderView.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\HorizontalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\HorizontalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\HorizontalHeaderView.qml
SHA256_4178,SHA256,9cd02378488e8ddc891cbc1e7718be197088a628d07100ed2d676b958f57b81e,4,2192,2.14 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ToolButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ToolButtonSpecifics.qml
SHA256_2896,SHA256,b05f3dfd4e999c3e110219fb59151cbaa322757f4f3ce52b64dddc853e5c105c,4,31512,30.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_1.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_1.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_1.dll
MD5_4177,MD5,920c6a6b84d14e1995291b8177a1141c,4,2192,2.14 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ToolButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ButtonSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ToolButtonSpecifics.qml
SHA256_4198,SHA256,b3ba820ff86bf5ede7116543342393ab2279c2deb37c23ce3d240a1f114f16ef,4,2123,2.07 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\FrameSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\PaneSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\FrameSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\PaneSpecifics.qml
MD5_4191,MD5,b450eba19443a3df0571977ceaf495d8,4,2066,2.02 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ControlSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\StackViewSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ControlSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\StackViewSpecifics.qml
SHA256_5660,SHA256,7eb70257593da06f682a3ddda54a9d260d4fc514f645237f5ca74b08f8da61a6,4,2,2 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\zip-safe; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\not-zip-safe; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\pillow-10.4.0.dist-info\zip-safe; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\zxing_cpp.egg-info\not-zip-safe
MD5_4197,MD5,c24d49381cf8b3e6098fda1c27527e56,4,2123,2.07 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\FrameSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\PaneSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\FrameSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\PaneSpecifics.qml
SHA256_170,SHA256,dd3785bc0852aecc68be78351083ede663fb493204cb1b9dc83734809af1ee02,4,342411,334.39 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\03-设计阶段\数据治理体系\数据治理标准规范转化编制\滕州卷烟厂数据元技术规范-V0.1.docx; svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\05-实施阶段\标准规范\滕州卷烟厂数据元技术规范-V0.1.docx; svn\滕烟数据汇聚中心项目\3-设计阶段\数据治理体系\数据治理标准规范转化编制\滕州卷烟厂数据元技术规范-V0.1.docx; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\滕州卷烟厂数据元技术规范-V0.1.docx
SHA256_210,SHA256,4357fc11ebd54d3e4fe4cc428db4c505131332cfebdbc229e8c96b5e99348aca,4,198656,194.00 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\05-实施阶段\山东中烟及滕州卷烟厂相关标准文件\数据分类分级规范.doc; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据分类分级规范.doc; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\数据分类分级规范.doc; 数据治理文件\数据分类分级规范.doc
MD5_209,MD5,c6baa919205f31ca74ecc701de22f889,4,198656,194.00 B,svn\在建项目\滕州卷烟厂数据汇聚中心系统项目\05-实施阶段\山东中烟及滕州卷烟厂相关标准文件\数据分类分级规范.doc; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\公司数据标准\数据分类分级规范.doc; svn\滕烟数据汇聚中心项目\6-实施阶段\标准规范\山东中烟及滕州卷烟厂相关标准文件\数据分类分级规范.doc; 数据治理文件\数据分类分级规范.doc
SHA256_4760,SHA256,61832990e364dca5bfa2c61d930f00acaae6d1aaa3130392403455ae9a1125a5,4,89880,87.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\vcruntime140.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\vcruntime140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcruntime140.dll
SHA256_4758,SHA256,bbcb6a4b9d113c46d13762e5687e14d95c599e34da59c3b4c4873b86a6f0653c,4,160024,156.27 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\vcomp140.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcomp140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\vcomp140.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\vcomp140.dll
MD5_2901,MD5,bbcf50b71928edb1c32c969d0533753c,4,203544,198.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_2.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_2.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_2.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_2.dll
SHA256_2902,SHA256,7d5d180c8e41b1964835b2550191e2d9054d8f4beff898ade67b3d5dd25b5101,4,203544,198.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_2.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_2.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_2.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_2.dll
MD5_3859,MD5,f5cd8ac746b6994ed71ff8301b42a56b,4,2833,2.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\VerticalHeaderView.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\VerticalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\Imagine\VerticalHeaderView.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\VerticalHeaderView.qml
SHA256_1944,SHA256,cf79f0b9689b4d6b8094d8bfe2481dc4b4d1699adb622568384695b5f56dc600,4,21964,21.45 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\plugins\win7_x64_PaddleOCR-json\models\cyrillic_PP-OCRv3_rec_infer\inference.pdiparams.info; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\plugins\win7_x64_PaddleOCR-json\models\en_PP-OCRv3_rec_infer\inference.pdiparams.info; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\plugins\win7_x64_PaddleOCR-json\models\japan_PP-OCRv3_rec_infer\inference.pdiparams.info; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\plugins\win7_x64_PaddleOCR-json\models\korean_PP-OCRv3_rec_infer\inference.pdiparams.info
SHA256_11446,SHA256,d8cc9e5a5a1c04133344b6961b646f79789b9096c23fc938f1342559ae582fa3,4,1339,1.31 B,temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-core-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-lagarto-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-log-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-props-5.0.13\LICENSE
MD5_2899,MD5,e42f86965ceb093d95b9c93bd87b179d,4,27416,26.77 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\msvcp140_codecvt_ids.dll; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\shiboken2\msvcp140_codecvt_ids.dll
MD5_11445,MD5,c33f85948b921e6c855a792c17f96884,4,1339,1.31 B,temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-core-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-lagarto-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-log-5.0.13\LICENSE; temp\apache-jmeter-5.6.3\licenses\org.jodd\jodd-props-5.0.13\LICENSE
SHA256_4192,SHA256,34f14e5b36de01740dc8a7c571ff8ce65bceb7fc4c26f906e10c08773b644ae6,4,2066,2.02 B,temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ControlSpecifics.qml; temp\Umi-OCR_Paddle_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\StackViewSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\ControlSpecifics.qml; temp\Umi-OCR_Rapid_v2.1.4\UmiOCR-data\site-packages\PySide2\qml\QtQuick\Controls.2\designer\StackViewSpecifics.qml
